"","iso_code","date","new_cases_smoothed","icu_patients_7","hosp_patients_7","reproduction_rate_7","new_tests_smoothed_7","positive_rate_7","total_vaccinations_7","people_vaccinated_7","people_fully_vaccinated_7","new_vaccinations_smoothed_7","icu_patients_14","hosp_patients_14","reproduction_rate_14","new_tests_smoothed_14","positive_rate_14","total_vaccinations_14","people_vaccinated_14","people_fully_vaccinated_14","new_vaccinations_smoothed_14","new_people_vaccinated_7","new_people_vaccinated_14","new_people_fully_vaccinated_7","new_people_fully_vaccinated_14"
"297","USA","2021-10-20",76826.857,17751,55902,0.91,1454480,0.061,408499026,218267698,188653936,768730,17893,62320,0.88,1547010,0.065,403117919,216781460,187214289,880420,230868,254037,215562,244929
"298","USA","2021-10-21",75913.286,17281,54574,0.9,1449637,0.06,409356475,218498074,188868716,755362,17482,61138,0.88,1541441,0.065,404068941,217035765,187453847,858031,230376,254305,214780,239558
"299","USA","2021-10-22",73738.286,17015,53366,0.9,1439062,0.059,410341001,218763687,189130777,741374,17027,59566,0.88,1538159,0.062,405151383,217325263,187747971,838385,265613,289498,262061,294124
"300","USA","2021-10-23",72971.857,16457,51847,0.89,1433097,0.06,410808945,218906730,189267472,734901,17622,57949,0.88,1526714,0.062,405664635,217475714,187908215,825360,143043,150451,136695,160244
"301","USA","2021-10-24",71103.571,16271,51515,0.89,1429176,0.059,411066253,218991783,189347488,728850,18131,57505,0.88,1515855,0.062,405964300,217570774,188007687,817960,85053,95060,80016,99472
"302","USA","2021-10-25",72629,16486,51723,0.89,1437908,0.059,411849787,219218689,189547390,724847,18096,57618,0.89,1499441,0.058,406775859,217802369,188217905,800102,226906,231595,199902,210218
"303","USA","2021-10-26",70874.286,16269,50595,0.89,1445943,0.056,412619667,219424963,189729715,710053,17969,56985,0.91,1472683,0.06,407649294,218036830,188438374,786745,206274,234461,182325,220469
"304","USA","2021-10-27",72301.429,15972,49320,0.89,1448868,0.053,413392185,219629422,189912992,699023,17751,55902,0.91,1454480,0.061,408499026,218267698,188653936,768730,204459,230868,183277,215562
"305","USA","2021-10-28",72008,15609,48415,0.9,1443066,0.053,414184817,219839044,190097878,689763,17281,54574,0.9,1449637,0.06,409356475,218498074,188868716,755362,209622,230376,184886,214780
"306","USA","2021-10-29",71772.143,15395,47459,0.9,1427667,0.052,415466923,220144312,190327710,732275,17015,53366,0.9,1439062,0.059,410341001,218763687,189130777,741374,305268,265613,229832,262061
"307","USA","2021-10-30",72192.857,14962,46402,0.91,1413776,0.052,416251039,220333226,190453661,777442,16457,51847,0.89,1433097,0.06,410808945,218906730,189267472,734901,188914,143043,125951,136695
"308","USA","2021-10-31",74066.286,14720,46118,0.92,1404513,0.052,416699350,220449000,190529069,804728,16271,51515,0.89,1429176,0.059,411066253,218991783,189347488,728850,115774,85053,75408,80016
"309","USA","2021-11-01",73635.571,14913,46378,0.94,1394170,0.051,418123209,220772012,190720350,896203,16486,51723,0.89,1437908,0.059,411849787,219218689,189547390,724847,323012,226906,191281,199902
"310","USA","2021-11-02",74240,14854,45821,0.96,1387089,0.051,419563589,221087505,190907692,991989,16269,50595,0.89,1445943,0.056,412619667,219424963,189729715,710053,315493,206274,187342,182325
"311","USA","2021-11-03",71940.143,14704,45008,0.97,1370414,0.053,421050978,221407741,191098962,1094113,15972,49320,0.89,1448868,0.053,413392185,219629422,189912992,699023,320236,204459,191270,183277
"312","USA","2021-11-04",72529.857,14417,44186,0.97,1331541,0.054,422505882,221716378,191290087,1188724,15609,48415,0.9,1443066,0.053,414184817,219839044,190097878,689763,308637,209622,191125,184886
"313","USA","2021-11-05",73003.857,12441,43474,0.98,1288452,0.056,424114752,222056575,191506700,1235404,15395,47459,0.9,1427667,0.052,415466923,220144312,190327710,732275,340197,305268,216613,229832
"314","USA","2021-11-06",73059.857,12146,42736,0.99,1251201,0.058,424864154,222233808,191615832,1230445,14962,46402,0.91,1413776,0.052,416251039,220333226,190453661,777442,177233,188914,109132,125951
"315","USA","2021-11-07",71967,12094,42482,0.99,1214794,0.06,425263927,222337935,191680027,1223511,14720,46118,0.92,1404513,0.052,416699350,220449000,190529069,804728,104127,115774,64195,75408
